     1.000	-0.0002267598	
     2.000	0.001367962	
     3.000	0.01335489	
     4.000	0.06636297	
     5.000	0.08427375	
     6.000	0.09236882	
     7.000	0.09811259	
     8.000	0.1025463	
     9.000	0.1062516	
    10.000	0.1095552	
    11.000	0.1126556	
    12.000	  0.11567	
    13.000	 0.118673	
    14.000	0.1216997	
    15.000	0.1247765	
    16.000	0.1279084	
    17.000	0.1310742	
    18.000	0.1343241	
    19.000	0.1377473	
    20.000	0.1412892	
    21.000	0.1448969	
    22.000	0.1485645	
    23.000	0.1523026	
    24.000	0.1561276	
    25.000	0.1600608	
    26.000	0.1641123	
    27.000	0.1683012	
    28.000	 0.172638	
    29.000	0.1771252	
    30.000	0.1817817	
    31.000	0.1866399	
    32.000	0.1915229	
    33.000	0.1965068	
    34.000	0.2016645	
    35.000	0.2070495	
    36.000	0.2126629	
    37.000	0.2185049	
    38.000	0.2245492	
    39.000	0.2305972	
    40.000	0.2358295	
    41.000	0.2368231	
    42.000	0.2201148	
    43.000	0.1390157	
    44.000	0.05882054	
    45.000	0.03964696	
    46.000	0.02815122	
    47.000	0.02184657	
    48.000	0.01828719	
    49.000	0.01595233	
    50.000	0.01459916	
    51.000	0.01383668	
    52.000	0.01331599	
    53.000	0.01285269	
    54.000	0.01236213	
    55.000	0.01181232	
    56.000	0.01120015	
    57.000	0.01053713	
    58.000	0.0098401	
    59.000	0.009125996	
    60.000	0.008409349	
    61.000	0.007701521	
    62.000	0.007010779	
    63.000	0.006342732	
    64.000	0.005700855	
    65.000	0.005087003	
    66.000	0.004501844	
    67.000	0.003945215	
    68.000	0.00341639	
    69.000	0.002914288	
    70.000	0.002437611	
    71.000	0.001984958	
    72.000	0.001554887	
    73.000	0.001145969	
    74.000	0.000756821	
    75.000	0.0003861204	
    76.000	3.262148e-05	
    77.000	-0.0003048406	
    78.000	-0.0006273474	
    79.000	-0.0009358983	
    80.000	-0.001231413	
    81.000	-0.001514734	
    82.000	-0.001786635	
    83.000	-0.002047818	
    84.000	-0.002298927	
    85.000	-0.002540547	
    86.000	-0.00277321	
    87.000	-0.0029974	
    88.000	-0.003213557	
    89.000	-0.003422082	
    90.000	-0.003623338	
    91.000	-0.003817658	
    92.000	-0.004005342	
    93.000	-0.004186665	
    94.000	-0.004361877	
    95.000	-0.004531209	
    96.000	-0.004694868	
    97.000	-0.004853048	
    98.000	-0.005005923	
    99.000	-0.005153656	
   100.000	-0.005296396	
   101.000	-0.005434281	
   102.000	-0.005567437	
   103.000	-0.005695985	
   104.000	-0.005820033	
   105.000	-0.005939684	
   106.000	-0.006055035	
   107.000	-0.006166174	
   108.000	-0.006273188	
   109.000	-0.006376155	
   110.000	-0.00647515	
   111.000	-0.006570245	
   112.000	-0.006661507	
   113.000	-0.006749001	
   114.000	-0.006832786	
   115.000	-0.006912921	
   116.000	-0.006989461	
   117.000	-0.00706246	
   118.000	-0.007131967	
   119.000	-0.007198031	
   120.000	-0.007260697	
   121.000	-0.007320011	
   122.000	-0.007376013	
   123.000	-0.007428745	
   124.000	-0.007478244	
   125.000	-0.007524548	
   126.000	-0.007567691	
   127.000	-0.007607707	
   128.000	-0.007644626	
   129.000	-0.00767848	
   130.000	-0.007709295	
   131.000	-0.007737096	
   132.000	-0.007761908	
   133.000	-0.007783749	
   134.000	-0.00780264	
   135.000	-0.007818603	
   136.000	-0.007831656	
   137.000	-0.007841818	
   138.000	-0.007849108	
   139.000	-0.007853542	
   140.000	-0.007855136	
   141.000	-0.007853903	
   142.000	-0.007849858	
   143.000	-0.007843013	
   144.000	-0.00783338	
   145.000	-0.007820973	
   146.000	-0.007805801	
   147.000	-0.007787878	
   148.000	-0.007767214	
   149.000	-0.007743822	
   150.000	-0.007717715	
   151.000	-0.007688906	
   152.000	-0.007657411	
   153.000	-0.007623247	
   154.000	-0.007586433	
   155.000	-0.007546989	
   156.000	-0.007504939	
   157.000	-0.00746031	
   158.000	-0.007413133	
   159.000	-0.007363443	
   160.000	-0.007311278	
   161.000	-0.007256684	
   162.000	-0.007199716	
   163.000	-0.007140464	
   164.000	-0.00707907	
   165.000	-0.007015674	
   166.000	-0.006950366	
   167.000	-0.006883218	
   168.000	-0.006814307	
   169.000	-0.006743715	
   170.000	-0.006671535	
   171.000	-0.006597869	
   172.000	-0.006522829	
   173.000	-0.006446534	
   174.000	-0.006369108	
   175.000	-0.006290683	
   176.000	-0.006211392	
   177.000	-0.00613137	
   178.000	-0.006050744	
   179.000	-0.005969636	
   180.000	-0.00588815	
   181.000	-0.005806371	
   182.000	-0.00572435	
   183.000	-0.005642098	
   184.000	-0.005559575	
   185.000	-0.005476673	
   186.000	-0.005393203	
   187.000	-0.005308881	
   188.000	-0.00522331	
   189.000	-0.005135964	
   190.000	-0.005046168	
   191.000	-0.004953084	
   192.000	-0.004855701	
   193.000	-0.004752819	
   194.000	-0.004643046	
   195.000	-0.0045248	
   196.000	-0.004396314	
   197.000	-0.004255652	
   198.000	-0.004100738	
   199.000	-0.003929389	
   200.000	-0.003739368	
   201.000	-0.003528449	
   202.000	-0.003294497	
   203.000	-0.003035554	
   204.000	-0.002749946	
   205.000	-0.002436384	
   206.000	-0.002094066	
